comment_id,user_id,user_name,text,created_at,like_count,reply_count,location,comment_time
5.05063E+15,3102263005,WangLLLL_4,别光用这个账号发呀既然不是蓝蓝经纪那看来主审就是莫拉传媒了，用自己号也发一遍啊,Sat Jun 29 15:45:52 +0800 2024,225,10,甘肃,2024-6-29 15:45
5.05064E+15,7789230787,six嘞-,把制作团队加回去，你要死啊？删掉干嘛？还有别光抱歉，给鹿晗还有芦苇们道歉，明确一点，你们出的错，让十勤背黑锅，让粉丝来道歉，那要你们有什么用？,Sat Jun 29 16:11:59 +0800 2024,273,8,江西,2024-6-29 16:11
5.05063E+15,6318912339,乱季妹宝,你看看你们办的那叫什么事啊,Sat Jun 29 15:38:48 +0800 2024,194,1,广东,2024-6-29 15:38
5.05063E+15,6793240030,V三杯两盏V,多做做背调这么久了才出来回应,Sat Jun 29 15:38:39 +0800 2024,172,3,广东,2024-6-29 15:38
5.05063E+15,6979242643,吐司鹭鹭_H,立正挨打！！！,Sat Jun 29 15:38:18 +0800 2024,146,1,广西,2024-6-29 15:38
5.05067E+15,6325076217,在外务工人员X某,看的我生气╰_╯多么重要的第一场演唱会结果搞成这样！！本来想着会被夸上热搜结果是被骂上热搜！牙咬碎！,Sat Jun 29 18:34:13 +0800 2024,305,0,浙江,2024-6-29 18:34
5.05066E+15,6004482961,又是沉迷于学习的一天,咦 这就是恁干的事？,Sat Jun 29 17:53:55 +0800 2024,249,2,安徽,2024-6-29 17:53
5.05063E+15,7855570641,财神爷的daa宝贝,真的能不能上点心啊？？？,Sat Jun 29 15:38:09 +0800 2024,95,0,湖南,2024-6-29 15:38
5.05063E+15,7711745029,酸奶爆好喝i,长点心吧！！！！！,Sat Jun 29 15:37:41 +0800 2024,140,1,重庆,2024-6-29 15:37
5.05069E+15,6622434739,桃枝落人间Cloud,背刺鸽们第一名,Sat Jun 29 20:08:05 +0800 2024,176,0,陕西,2024-6-29 20:08
5.05063E+15,6612452347,这些天好怀念,孩子死了你知道奶了 被骂惨了你知道回复了,Sat Jun 29 15:38:34 +0800 2024,128,0,四川,2024-6-29 15:38
5.05063E+15,7070178060,想把陈ber搞到手,挺想骂人的,Sat Jun 29 15:37:54 +0800 2024,88,1,山东,2024-6-29 15:37
5.05063E+15,7711745029,酸奶爆好喝i,还有你出的那些周边，我都不兴说你！别把禾伙人当韭菜！！！！！😡,Sat Jun 29 15:38:58 +0800 2024,120,3,重庆,2024-6-29 15:38
5.05063E+15,7708994943,饿了煮麻辣烫-,所以呢你知道昨天的安检吗？怎么有举灯牌？安检能不能严格啊,Sat Jun 29 15:43:05 +0800 2024,62,2,江西,2024-6-29 15:43
5.05063E+15,2796931395,AndreAprxx,你真的卖票 卖票不行 办专场 专场不行 倒油第一名 要你到底有什么用,Sat Jun 29 15:51:41 +0800 2024,86,11,山东,2024-6-29 15:51
5.05072E+15,5673226026,青雨Rainy,作为鹿晗和十个勤天的粉丝，真的没想到我的前偶像和后偶像居然是这么联动的,Sat Jun 29 22:03:04 +0800 2024,146,13,广西,2024-6-29 22:03
5.05076E+15,6571237928,·樱奈農川·,图片评论,Sun Jun 30 00:40:41 +0800 2024,140,3,广东,2024-6-30 0:40
5.05063E+15,7583675654,吃口帕尼尼_,我不会原谅你反正,Sat Jun 29 15:39:57 +0800 2024,57,1,湖南,2024-6-29 15:39
5.05063E+15,7711745029,酸奶爆好喝i,要接这个合作，就好好办！用点心吧！！！！！,Sat Jun 29 15:38:05 +0800 2024,87,1,重庆,2024-6-29 15:38
5.05063E+15,5239878661,肥羊卷Eleven,别再出这样的错误了 做什么事情提前做做功课 别让鸽几个再被骂了,Sat Jun 29 15:37:51 +0800 2024,73,0,湖南,2024-6-29 15:37
5.05063E+15,7441656711,_噗噗本噗pu,别拖后腿了行不行,Sat Jun 29 15:39:16 +0800 2024,70,1,山东,2024-6-29 15:39
5.05066E+15,7285514354,棉花冇糖,去道歉啊，球球你了大哥，你这把十个鸽们害老惨了，发一则向鹿晗道歉的声明，记得盖章，(上一次我还说别人没盖章发声明)@种下一个未来2024 @种下一个未来2024 @种下一个未来2024 @种下一个未来2024 @种下一个未来2024,Sat Jun 29 18:08:21 +0800 2024,151,4,广东,2024-6-29 18:08
5.05063E+15,5417630966,铠甲水水,【福建赵客吴钩文化传媒有限公司】是吧，怎么好意思在这行混的,Sat Jun 29 15:48:50 +0800 2024,58,3,山东,2024-6-29 15:48
5.05063E+15,5686135120,给世界打个叉,换妆造团队,Sat Jun 29 15:38:19 +0800 2024,46,3,四川,2024-6-29 15:38
5.05063E+15,5017128783,欣怡同学呀,这么紧急我都不敢想今晚会啥样……,Sat Jun 29 15:40:01 +0800 2024,57,2,江苏,2024-6-29 15:40
5.05064E+15,6372828888,爱吃果冻的桃子-,“抄袭”这个词你知道对于禾伙人的痛吗！知道对于他们哥几个原创歌手事多大的禁忌吗！一句道歉就完了？能不能好好搞！！！我真的要生气了，我真的要骂你了！以后都让哥几个设计吧！你啥也别管了，还不如大哥的乐队有用！啊啊啊啊啊啊啊啊啊啊,Sat Jun 29 16:15:35 +0800 2024,65,5,浙江,2024-6-29 16:15
5.05063E+15,6111370244,苗天天开心,你们的审核失误 最后挨骂的是他们几个 能不能认真点啊 这么大的事(#－.－),Sat Jun 29 15:39:34 +0800 2024,39,2,河北,2024-6-29 15:39
5.05063E+15,5857035141,恋爱之后你好吗,能不能办好一点！一堆人视线被挡！找人合作每次都会出现问题！演唱会抄袭、直播上链接，这些问题越来越多了…挨骂的还是你们，求求你们找一些靠谱专业的吧…,Sat Jun 29 15:38:58 +0800 2024,68,2,广东,2024-6-29 15:38
5.05063E+15,7478430572,熙熙与邱邱,用点心吧第一次办就这样,Sat Jun 29 15:38:27 +0800 2024,53,0,广西,2024-6-29 15:38
5.05063E+15,6084659458,霸王龙很摔,犯错了就立正挨打！！！下次请杜绝这种错误，不要给哥几个带来争端！！！,Sat Jun 29 15:38:50 +0800 2024,53,1,湖南,2024-6-29 15:38
5.05063E+15,7068929299,洛苡陌,审核是不好好审核的，那么多事情是不认真对待的，哥几个被骂了一上午是当看不见的，但是钱你们还是要收的，488十张小卡你们是要卖的，一个钥匙扣一个冰箱贴156你们是卖的，票是给黄牛的，导致有的座位都坐不满的，你们能不能干点让大家夸你的话，能不能别再让大家失望了,Sat Jun 29 15:49:28 +0800 2024,48,2,安徽,2024-6-29 15:49
5.05063E+15,7441656711,_噗噗本噗pu,那挨的骂呢 算什么? 算替你们背的锅吗,Sat Jun 29 15:44:31 +0800 2024,49,1,山东,2024-6-29 15:44
5.05073E+15,7086578272,余whisper超可爱,我只觉得昨天的倒闭喊的声音小了,Sat Jun 29 22:15:50 +0800 2024,58,0,河北,2024-6-29 22:15
5.05063E+15,7830338575,小泡面在努力,不是？？你们是认真的吗？来这儿过家家了？？？,Sat Jun 29 15:40:16 +0800 2024,49,1,山东,2024-6-29 15:40
5.05089E+15,6322069170,傻儿蛋蛋蛋,所以呢，被抄袭者只能得到一句轻飘飘的抱歉,Sun Jun 30 08:59:10 +0800 2024,93,1,广东,2024-6-30 8:59
5.05063E+15,6337903023,桃浦路1203号皮皮鸭,md下次好好审核  你知不知道挨骂的是他们十个人,Sat Jun 29 15:39:15 +0800 2024,38,0,江苏,2024-6-29 15:39
5.05093E+15,2861775102,梧桐林里的小唐呀,把版权费付给人家！！！！！！！写道歉信盖公章！！！！！,Sun Jun 30 11:50:41 +0800 2024,65,2,浙江,2024-6-30 11:50
5.05063E+15,6994883352,心碎烤肠heart-broken,最后一次 好不容易攒起来的口碑 不要毁在手里 能不能专业一点 不要老是让他们承担后果超绝拖后腿你真是,Sat Jun 29 15:39:45 +0800 2024,46,2,四川,2024-6-29 15:39
5.05069E+15,7874760335,相见悦欢,真的是一觉醒来天塌了。。。你真是疯了，没能力就揽活你不心虚吗？,Sat Jun 29 19:50:21 +0800 2024,51,1,江苏,2024-6-29 19:50
5.05063E+15,7846719772,hearbrother_,你们不用和我们道歉，你们给鹿晗还有他粉丝道歉去还有我们粉丝不需要替你们去给芦苇和鹿晗道歉，看到一堆人低声下气的给鹿晗和鹿晗粉丝道歉，我真服了，又不是粉丝做错事情，粉丝只会帮着别人指出错误，希望你们改正，道歉诚心一点……,Sat Jun 29 15:55:38 +0800 2024,26,1,广西,2024-6-29 15:55
5.05063E+15,7552055175,肉肉且66,你把粉丝对演唱会的美好回忆里掺屎了,Sat Jun 29 15:52:30 +0800 2024,38,1,北京,2024-6-29 15:52
5.05063E+15,7070178060,想把陈ber搞到手,早干啥去了,Sat Jun 29 15:38:11 +0800 2024,23,0,山东,2024-6-29 15:38
5.05091E+15,3176444280,鹿晗哥哥有点甜,请问今天恬不知耻的主办方付版权费了吗基本的音乐人素养都没有，抄袭还不端正态度公开单独向鹿晗道歉，你怎么敢的！,Sun Jun 30 10:04:33 +0800 2024,72,0,山东,2024-6-30 10:04
5.05063E+15,2653094300,黄小七1220,我们十个孩子都被骂成啥样了！请好好保护好他们来之不易的“成果”好吗,Sat Jun 29 15:40:12 +0800 2024,31,0,广东,2024-6-29 15:40
5.05063E+15,2477442817,l宛宸,求求你们了，检查仔细点儿，好好整🙏🙏🙏除了开场，还有艺人的服化道也检查检查耳返什么的最容易出问题了,Sat Jun 29 15:38:59 +0800 2024,24,1,辽宁,2024-6-29 15:38
5.05091E+15,3737459342,Yoloi_7,你是知道我鹿家心软 所以就想这么一笔带过了？,Sun Jun 30 10:14:18 +0800 2024,59,0,浙江,2024-6-30 10:14
5.05063E+15,7212305348,嗷呜一口mjc,不是，你们这外包能不能靠点谱，每次都出幺蛾子而且这种你们都不检查审核一下的嘛，每次都因为你们的不上心哥几个被骂钱是要赚的，韭菜是要割的，怎么你们赚钱卖&quot;种下一个未来&quot;周边的时候那么上心呢不能干别干，能不能找点靠谱的外包公司,Sat Jun 29 15:53:02 +0800 2024,30,1,青海,2024-6-29 15:53
5.05063E+15,1142285393,Atopos127,干啥啥不行 倒油第一名,Sat Jun 29 15:40:43 +0800 2024,27,1,辽宁,2024-6-29 15:40
5.05063E+15,7779977169,恭喜發财昊运连连啦,声明盖章都没有，口头表达内娱独一份啊，倒闭吧,Sat Jun 29 15:49:03 +0800 2024,33,2,湖南,2024-6-29 15:49
5.05063E+15,6361841954,mis米,你挨骂是应得的,Sat Jun 29 15:45:01 +0800 2024,18,1,湖南,2024-6-29 15:45
5.05063E+15,7670299273,猫猫头薯崽大大王,死东西 还真抄 被骂的没有你是不？,Sat Jun 29 15:40:46 +0800 2024,21,0,河北,2024-6-29 15:40
5.0509E+15,7412538492,不知为什么不让取名叫-好运榴莲,麻烦清楚明白的致歉，并且做出弥补，这不仅仅是给鹿晗的粉丝姐姐们一个交代，也是给那些拉满期待花钱去看演唱会的人一个交代。请不要以为道歉就没事了。先婉拒了哈,Sun Jun 30 09:27:19 +0800 2024,42,0,河北,2024-6-30 9:27
5.05063E+15,1106585913,帕帕圈鹭,除了会赚钱会割韭菜你还会干什么？,Sat Jun 29 15:44:58 +0800 2024,24,1,安徽,2024-6-29 15:44
5.05063E+15,6111370244,苗天天开心,你们的错误凭什么他们十个替你们挨骂为你们买单(¯―¯٥),Sat Jun 29 15:41:41 +0800 2024,14,1,河北,2024-6-29 15:41
5.05093E+15,7904795296,财神爷在我家89892,真不能干，你能不能死啊？两年，你知道他们的苦有多不容易攒起来吗？他们十个刚从地里面出来就算了，你难道不会审核一下吗？审核两下你眼睛会瞎呀？这么明显的抄袭，你是真不知道，还是想搞他们呀？你知不知道我们有多恨抄袭啊？现在好了，十口大锅，直接往他们身上扣。他们替你被骂你倒是不着急哈,Sun Jun 30 11:32:43 +0800 2024,24,0,四川,2024-6-30 11:32
5.05064E+15,7569547032,一杯娜铁i,老铁 你给人家制作团队删了干嘛？既然抄袭了该交版权费就交 给人一个交代行吗🙏🙏🙏,Sat Jun 29 16:15:08 +0800 2024,14,0,浙江,2024-6-29 16:15
5.05063E+15,6334799293,树什么莓_yy,‼️‼️‼️调整舞台面向！！！四个朝向请一碗水端平！！！花同样的价格凭什么只能看背影！！！主办方请正视合理诉求！！！！！！！！！！‼️‼️‼️调整舞台面向！！！四个朝向请一碗水端平！！！花同样的价格凭什么只能看背影！！！主办方请正视合理诉求！！！！！！！！！！,Sat Jun 29 15:54:34 +0800 2024,19,1,浙江,2024-6-29 15:54
5.05064E+15,5846292976,M梦见鹿7,为什么不和鹿晗粉丝道歉？,Sat Jun 29 16:16:55 +0800 2024,37,0,天津,2024-6-29 16:16
5.05063E+15,6801220833,才不會翻船捏_,成事不足，败事有余。你好自为之吧🙏别让哥哥弟弟们给你挡枪,Sat Jun 29 15:39:20 +0800 2024,36,1,江苏,2024-6-29 15:39
5.05095E+15,7237411184,半杯多肉葡萄_inta,盖公章道歉啊！付版权费给人家，每次都是拖后腿的说句草台班子都是抬举你们了,Sun Jun 30 12:53:34 +0800 2024,56,1,广西,2024-6-30 12:53
5.05063E+15,5840000055,yu_Solkatt,鹿晗和十个勤天醒来都开始挨骂 干事上点心吧还有不理智粉丝也请尊重一下lwjj,Sat Jun 29 15:54:41 +0800 2024,23,3,河南,2024-6-29 15:54
5.05063E+15,7821251445,一O果子O一,你们连章都没有吗我请问,Sat Jun 29 15:47:50 +0800 2024,18,1,广东,2024-6-29 15:47
5.05063E+15,7068929299,洛苡陌,发声明还能艾特错人，到底有没有用心，真要办就请好好审核所有流程，认真对待所有事情，不要让花了那么多钱去看演唱会的粉丝失望，也不要再让哥几个背负骂名了,Sat Jun 29 15:44:06 +0800 2024,12,9,安徽,2024-6-29 15:44
5.05077E+15,6217619667,轻松熊不倒立lu,我请问呢 你就这样美美隐身了？？？？知道十个勤天怎么被骂的吗？你一个声明就没事了？,Sun Jun 30 01:09:57 +0800 2024,29,0,陕西,2024-6-30 1:09
5.05064E+15,2102930571,小啵咕鹿鹿,开场抄了舞台抄了，鹿晗用冰屏，抵制黄牛你倒是不抄了,Sat Jun 29 16:27:04 +0800 2024,21,0,河北,2024-6-29 16:27
5.05063E+15,7763003273,一只沅猫猫,钱是要挣的，事是不干的，还有昨晚那个妆造我都不想说，你自己看看好看不，能干干不能干趁早换会干的人，趁你们现在还有热度认真点，到时候凉了哭都没地方哭@种下一个未来2024,Sat Jun 29 15:52:17 +0800 2024,7,1,湖北,2024-6-29 15:52
5.05172E+15,6134345352,_卷卷_8,到底今天开票吗,Tue Jul 02 15:53:53 +0800 2024,7,0,河南,2024-7-2 15:53
5.05171E+15,2702481663,Lycheers_,北京站还宣不宣了？？？？？？,Tue Jul 02 15:37:59 +0800 2024,9,0,北京,2024-7-2 15:37
5.05106E+15,5276854134,隔壁班1112,这是我这两天半看到的最中肯 最冷静的一个评论了 我求你别在做个瞎子聋子和哑吧了 你能不能站起来像个人一样 该承担就承担该起诉就起诉,Sun Jun 30 20:38:37 +0800 2024,19,0,河南,2024-6-30 20:38
5.05063E+15,3039187633,渔月吻冬,发个声明也发不明白,Sat Jun 29 15:38:43 +0800 2024,26,3,四川,2024-6-29 15:38
5.05168E+15,7621538317,鹭鹭玫烦恼,北京官不官宣 上班没啊 快官宣啊,Tue Jul 02 13:40:39 +0800 2024,6,0,河北,2024-7-2 13:40
5.05063E+15,7567838429,蛋挞大王驾到O_o,能不能给十个勤天也道个歉，在他们不知情的情况下，因为你们抄袭对方演唱会内容，导致他们也被骂了。兄弟们刚发展起来就遇到这种事，你们是要断他们后路吗,Sat Jun 29 15:51:12 +0800 2024,15,2,陕西,2024-6-29 15:51
5.0511E+15,5505640753,是你的小沛沛,别抱歉了！赶紧跟鹿晗道歉我做为禾伙人真的很难受,Sun Jun 30 23:05:12 +0800 2024,28,0,河南,2024-6-30 23:05
5.05063E+15,6576116388,烊烊不打烊·,每次找这外包你都出事，你能不能长点心,Sat Jun 29 15:44:04 +0800 2024,10,2,河北,2024-6-29 15:44
5.05063E+15,7391005747,小懒春游小记,看看你们干的破事！！！！,Sat Jun 29 15:40:24 +0800 2024,6,1,安徽,2024-6-29 15:40
5.05063E+15,7422373965,阿俞鹿鹿ber,最好是严查吧，求你们了，仔细一点，我真的不想因为别人的原因来骂哥几个,Sat Jun 29 15:38:40 +0800 2024,8,0,四川,2024-6-29 15:38
5.05063E+15,7493439774,是饱也是宝,长点心吧 别让十个勤天招骂了,Sat Jun 29 15:38:22 +0800 2024,7,0,陕西,2024-6-29 15:38
5.05063E+15,6304227212,随便一个iddddd,用点心吧！！！！！！！,Sat Jun 29 15:37:49 +0800 2024,16,1,广西,2024-6-29 15:37
5.05162E+15,5431866760,小欣酱kiyoumi,北京场你打算什么时候官宣机票酒店不用提前定的吗你觉得,Tue Jul 02 09:13:30 +0800 2024,6,2,辽宁,2024-7-2 9:13
5.05087E+15,3834863989,我也可成花,你要做的事是 向外包公司追责 要求向🦌方 道歉赔偿 也要让公司出面表明态度 十个兄弟 不容忍抄袭行为,Sun Jun 30 07:51:49 +0800 2024,22,0,安徽,2024-6-30 7:51
5.05063E+15,6085505420,小谭想减肥_,哥几个这么用心准备的一场演唱会 被你们审核工作的失职全毁了,Sat Jun 29 15:55:24 +0800 2024,10,1,广东,2024-6-29 15:55
5.05085E+15,2636927411,LittlePrince_Lu,对鹿晗抱歉，对粉丝道歉，抄袭也能洗成参考，你们真的蛮会遣词造句的……,Sun Jun 30 06:32:52 +0800 2024,30,0,福建,2024-6-30 6:32
5.05063E+15,6116806520,后陡门树下乘凉,不该我鸽们背的锅，我们不背！！支持鹿晗粉丝维权！,Sat Jun 29 15:49:59 +0800 2024,11,1,湖南,2024-6-29 15:49
5.05063E+15,6671691319,五十八号的玫瑰,能不能严谨点呢我请问,Sat Jun 29 15:40:08 +0800 2024,8,1,广东,2024-6-29 15:40
5.05167E+15,7313180837,花糖阿梨_ye,你宣不宣北京啊啊啊啊啊！！,Tue Jul 02 12:26:24 +0800 2024,4,0,北京,2024-7-2 12:26
